obs_no,Date_Time,Temp_C,RH_pc,Pressure_mbar,Rain_mm,PAR_µmol,DewPt_C
1339,5/25/2021 14:00,15.031,85.7,1017.35,0,1093.7,12.7
1340,5/25/2021 14:30,14.936,85.9,1017.35,0,1006.2,12.6
1341,5/25/2021 15:00,16.749,83.6,1017.35,0,1278.7,14
1342,5/25/2021 15:30,17.058,78.4,1017.35,0,1621.2,13.3
1343,5/25/2021 16:00,16.606,79.1,1017.65,0,1183.7,13
1344,5/25/2021 16:30,16.129,81.1,1018.05,0,1371.2,12.9
1345,5/25/2021 17:00,17.296,80.9,1018.25,0,1236.2,14
1346,5/25/2021 17:30,19.151,75.4,1018.45,0,1111.2,14.7
1347,5/25/2021 18:00,18.557,73.9,1018.35,0,608.7,13.8
1348,5/25/2021 18:30,18.271,76.3,1018.45,0,471.2,14
1349,5/25/2021 19:00,16.106,78.5,1018.55,0,268.7,12.4
1350,5/25/2021 19:30,12.195,87,1018.65,0,141.2,10.1
1351,5/25/2021 20:00,11.175,89.1,1018.95,0,73.7,9.5
1352,5/25/2021 20:30,10.736,90.2,1019.55,0,21.2,9.2
1353,5/25/2021 21:00,10.418,90.3,1019.75,0,3.7,8.9
1354,5/25/2021 21:30,10.32,90.7,1020.05,0,1.2,8.9
1355,5/25/2021 22:00,9.952,90.4,1020.35,0,1.2,8.5
1356,5/25/2021 22:30,10.124,89.4,1020.45,0,1.2,8.5
1357,5/25/2021 23:00,10.687,89.8,1020.45,0,1.2,9.1
1358,5/25/2021 23:30,10.663,89.7,1020.45,0,1.2,9.1
1359,5/26/2021 0:00,10.638,89.7,1020.35,0,1.2,9
1360,5/26/2021 0:30,10.271,89.8,1020.15,0,1.2,8.7
1361,5/26/2021 1:00,10.271,90.3,1020.35,0,1.2,8.8
1362,5/26/2021 1:30,10.198,90.7,1020.15,0,1.2,8.8
1363,5/26/2021 2:00,10.149,91,1020.15,0,1.2,8.8
1364,5/26/2021 2:30,10.1,91.2,1020.35,0,1.2,8.7
1365,5/26/2021 3:00,10.051,91.5,1019.95,0,1.2,8.7
1366,5/26/2021 3:30,10.124,91.4,1019.95,0,1.2,8.8
1367,5/26/2021 4:00,10.001,91.5,1019.85,0,1.2,8.7
1368,5/26/2021 4:30,9.805,91.4,1019.55,0,1.2,8.5
1369,5/26/2021 5:00,9.756,91.4,1019.25,0,1.2,8.4
1370,5/26/2021 5:30,9.435,91.5,1019.05,0,3.7,8.1
1371,5/26/2021 6:00,9.386,91.3,1018.95,0,16.2,8
1372,5/26/2021 6:30,9.46,90.2,1018.85,0,31.2,7.9
1373,5/26/2021 7:00,9.509,89.8,1019.15,0,58.7,7.9
1374,5/26/2021 7:30,9.632,90.9,1018.75,0,183.7,8.2
1375,5/26/2021 8:00,10.222,90.7,1018.55,0,281.2,8.8
1376,5/26/2021 8:30,9.829,90.8,1018.35,0,341.2,8.4
1377,5/26/2021 9:00,9.854,90.6,1018.45,0,273.7,8.4
1378,5/26/2021 9:30,10.369,90.5,1018.15,0,421.2,8.9
1379,5/26/2021 10:00,11.346,88.5,1018.05,0,446.2,9.5
1380,5/26/2021 10:30,11.029,86.9,1017.95,0,423.7,8.9
1381,5/26/2021 11:00,11.904,83.1,1017.85,0,588.7,9.1
1382,5/26/2021 11:30,13.377,81.7,1017.85,0,851.2,10.3
1383,5/26/2021 12:00,12.968,80.9,1017.75,0,363.7,9.8
1384,5/26/2021 12:30,11.662,85.3,1017.65,0,278.7,9.3
1385,5/26/2021 13:00,11.88,86.2,1017.45,0,286.2,9.7
1386,5/26/2021 13:30,12.534,84.8,1017.55,0,573.7,10.1
1387,5/26/2021 14:00,13.305,84.6,1017.25,0,663.7,10.8
1388,5/26/2021 14:30,12.509,83.1,1017.05,0,533.7,9.7
1389,5/26/2021 15:00,12.147,85.2,1016.75,0,351.2,9.7
1390,5/26/2021 15:30,11.929,87.3,1016.35,0,418.7,9.9
1391,5/26/2021 16:00,11.613,88.3,1016.15,0.6,251.2,9.8
1392,5/26/2021 16:30,11.175,88.8,1015.75,0.8,136.2,9.4
1393,5/26/2021 17:00,10.418,90.3,1015.25,0.8,228.7,8.9
1394,5/26/2021 17:30,10.247,91.3,1014.85,0.4,241.2,8.9
1395,5/26/2021 18:00,10.1,91.5,1014.55,0.4,136.2,8.8
1396,5/26/2021 18:30,9.879,92.3,1014.15,0.6,101.2,8.7
1397,5/26/2021 19:00,9.682,92.8,1013.75,0.4,113.7,8.6
1398,5/26/2021 19:30,9.509,93.3,1013.15,0.6,61.2,8.5
1399,5/26/2021 20:00,9.336,93.6,1012.75,0.4,28.7,8.4
1400,5/26/2021 20:30,9.287,94,1012.15,0.4,3.7,8.4
1401,5/26/2021 21:00,9.534,93.9,1012.15,0.4,1.2,8.6
1402,5/26/2021 21:30,9.435,93.5,1011.15,0.2,1.2,8.4
1403,5/26/2021 22:00,9.41,93.4,1009.95,0,1.2,8.4
1404,5/26/2021 22:30,9.213,93.8,1009.45,0.2,1.2,8.3
1405,5/26/2021 23:00,9.139,94.6,1009.25,0,1.2,8.3
1406,5/26/2021 23:30,9.41,94.5,1009.65,0.4,1.2,8.6
1407,5/27/2021 0:00,9.435,94.5,1009.45,0.6,1.2,8.6
1408,5/27/2021 0:30,9.46,94.4,1008.65,1.4,1.2,8.6
1409,5/27/2021 1:00,9.213,94.1,1007.45,1.6,1.2,8.3
1410,5/27/2021 1:30,9.262,94.3,1007.15,1.4,1.2,8.4
1411,5/27/2021 2:00,9.361,94.6,1006.45,1.2,1.2,8.5
1412,5/27/2021 2:30,9.46,94.8,1005.95,1.4,1.2,8.7
1413,5/27/2021 3:00,9.509,95.3,1005.75,1.2,1.2,8.8
1414,5/27/2021 3:30,9.534,95.5,1004.95,1.2,1.2,8.9
1415,5/27/2021 4:00,9.731,95.6,1004.65,0,1.2,9.1
1416,5/27/2021 4:30,9.854,95.7,1004.55,0.6,1.2,9.2
1417,5/27/2021 5:00,10.001,96.1,1004.65,0,1.2,9.4
1418,5/27/2021 5:30,10.001,96.2,1005.05,0.2,3.7,9.4
1419,5/27/2021 6:00,10.222,96.4,1004.85,0,33.7,9.7
1420,5/27/2021 6:30,10.369,96.5,1004.55,0,91.2,9.8
1421,5/27/2021 7:00,10.492,96.7,1004.85,0.2,173.7,10
1422,5/27/2021 7:30,11.273,96.7,1004.75,0,656.2,10.8
1423,5/27/2021 8:00,11.321,96,1004.75,0,318.7,10.7
1424,5/27/2021 8:30,11.613,95.8,1004.75,0,436.2,11
1425,5/27/2021 9:00,10.712,95.6,1004.75,0.2,336.2,10
1426,5/27/2021 9:30,10.785,95.2,1004.75,0,336.2,10.1
1427,5/27/2021 10:00,12.001,94.8,1005.25,0.2,853.7,11.2
1428,5/27/2021 10:30,11.224,94.4,1005.45,0,256.2,10.4
1429,5/27/2021 11:00,10.687,95.2,1005.45,1,156.2,10
1430,5/27/2021 11:30,10.687,95.6,1006.05,0.6,266.2,10
1431,5/27/2021 12:00,11.443,95.5,1006.35,0.2,648.7,10.8
1432,5/27/2021 12:30,11.565,94.9,1006.45,0,533.7,10.8
1433,5/27/2021 13:00,11.419,95.2,1006.55,0.6,443.7,10.7
1434,5/27/2021 13:30,11.127,95.9,1006.85,1.2,468.7,10.5
1435,5/27/2021 14:00,11.297,95.6,1007.85,0.2,741.2,10.6
1436,5/27/2021 14:30,12.025,94.9,1008.65,0,1756.2,11.2
1437,5/27/2021 15:00,12.509,93.6,1009.55,0,1726.2,11.5
1438,5/27/2021 15:30,12.219,91.2,1010.35,0.2,1121.2,10.8
1439,5/27/2021 16:00,13.016,89.1,1010.95,0,1306.2,11.3
1440,5/27/2021 16:30,14.337,87.8,1011.55,0,1468.7,12.4
1441,5/27/2021 17:00,13.064,87.6,1011.85,0,613.7,11.1
1442,5/27/2021 17:30,11.783,90.3,1012.25,0,318.7,10.3
1443,5/27/2021 18:00,11.029,93.6,1012.65,0.6,498.7,10
1444,5/27/2021 18:30,11.394,93.1,1013.15,0,211.2,10.3
1445,5/27/2021 19:00,10.638,93.9,1013.55,0,133.7,9.7
1446,5/27/2021 19:30,10.443,95,1014.05,0.4,148.7,9.7
1447,5/27/2021 20:00,10.271,95.3,1014.45,0,61.2,9.6
1448,5/27/2021 20:30,10.296,95.5,1014.75,0,23.7,9.6
1449,5/27/2021 21:00,10.369,95.7,1015.05,0,6.2,9.7
1450,5/27/2021 21:30,10.369,95.6,1015.45,0,1.2,9.7
1451,5/27/2021 22:00,10.247,95.7,1015.75,0.2,1.2,9.6
1452,5/27/2021 22:30,10.296,95.9,1016.05,0,1.2,9.7
1453,5/27/2021 23:00,10.32,95.9,1016.15,0,1.2,9.7
1454,5/27/2021 23:30,10.051,96,1016.65,0,1.2,9.5
1455,5/28/2021 0:00,9.731,95.7,1016.95,0,1.2,9.1
1456,5/28/2021 0:30,9.386,95.8,1017.55,0,1.2,8.8
1457,5/28/2021 1:00,9.534,95.3,1017.75,0,1.2,8.8
1458,5/28/2021 1:30,9.509,94,1017.95,0,1.2,8.6
1459,5/28/2021 2:00,9.632,94,1018.15,0,1.2,8.7
1460,5/28/2021 2:30,9.632,94.1,1018.65,0,1.2,8.7
1461,5/28/2021 3:00,9.805,94.5,1018.65,0,1.2,9
1462,5/28/2021 3:30,9.706,94.4,1018.95,0,1.2,8.9
1463,5/28/2021 4:00,9.682,94.5,1019.25,0,1.2,8.9
1464,5/28/2021 4:30,9.682,94,1019.45,0,1.2,8.8
1465,5/28/2021 5:00,9.657,93.8,1019.65,0,1.2,8.7
1466,5/28/2021 5:30,9.706,93.5,1020.05,0,3.7,8.7
1467,5/28/2021 6:00,9.509,92.8,1020.45,0,18.7,8.4
1468,5/28/2021 6:30,9.558,92.2,1020.75,0,41.2,8.4
1469,5/28/2021 7:00,9.583,90.5,1021.15,0,78.7,8.1
1470,5/28/2021 7:30,9.756,91.2,1021.25,0,161.2,8.4
1471,5/28/2021 8:00,9.903,91,1021.75,0,231.2,8.5
1472,5/28/2021 8:30,9.903,90.6,1022.05,0,248.7,8.4
1473,5/28/2021 9:00,10.369,90.5,1022.25,0,396.2,8.9
1474,5/28/2021 9:30,10.418,88.8,1022.45,0,396.2,8.7
1475,5/28/2021 10:00,10.932,88,1022.45,0,601.2,9
1476,5/28/2021 10:30,11.127,86.9,1022.75,0,643.7,9
1477,5/28/2021 11:00,12.243,87.6,1022.85,0,918.7,10.3
1478,5/28/2021 11:30,11.856,86.5,1023.25,0,773.7,9.7
1479,5/28/2021 12:00,12.074,88.2,1023.45,0,993.7,10.2
1480,5/28/2021 12:30,12.098,87,1023.75,0,946.2,10
1481,5/28/2021 13:00,12.243,85.9,1023.95,0,1076.2,10
1482,5/28/2021 13:30,12.582,85,1024.45,0,1313.7,10.1
1483,5/28/2021 14:00,13.257,84.3,1024.85,0,1601.2,10.7
1484,5/28/2021 14:30,13.786,82,1024.85,0,1766.2,10.8
1485,5/28/2021 15:00,14.888,80.3,1024.75,0,1678.7,11.5
1486,5/28/2021 15:30,15.652,79.6,1024.75,0,1598.7,12.2
1487,5/28/2021 16:00,15.676,77.5,1024.85,0,1488.7,11.8
1488,5/28/2021 16:30,14.888,77.2,1024.75,0,1368.7,10.9
1489,5/28/2021 17:00,15.796,72.7,1024.55,0,1223.7,10.9
1490,5/28/2021 17:30,14.721,76,1024.35,0,1083.7,10.6
1491,5/28/2021 18:00,14.625,78.7,1024.55,0,926.2,11
1492,5/28/2021 18:30,14.792,78.3,1024.15,0,758.7,11.1
1493,5/28/2021 19:00,14.697,76.7,1023.95,0,588.7,10.7
1494,5/28/2021 19:30,14.002,76.1,1023.85,0,411.2,9.9
1495,5/28/2021 20:00,13.594,78,1023.55,0,258.7,9.8
1496,5/28/2021 20:30,11.151,85.3,1023.55,0,78.7,8.8
1497,5/28/2021 21:00,10.247,87,1023.45,0,16.2,8.2
1498,5/28/2021 21:30,9.731,88.1,1023.45,0,1.2,7.9
1499,5/28/2021 22:00,9.509,88,1023.35,0,1.2,7.6
1500,5/28/2021 22:30,9.312,88.5,1023.05,0,1.2,7.5
1501,5/28/2021 23:00,9.287,89.5,1022.95,0,1.2,7.7
1502,5/28/2021 23:30,9.238,90.6,1022.75,0,1.2,7.8
1503,5/29/2021 0:00,9.139,91.6,1022.35,0,1.2,7.9
1504,5/29/2021 0:30,9.064,92.5,1022.15,0,1.2,7.9
1505,5/29/2021 1:00,8.965,92.8,1021.75,0,1.2,7.9
1506,5/29/2021 1:30,8.941,93.1,1021.75,0,1.2,7.9
1507,5/29/2021 2:00,8.319,92.8,1021.45,0,1.2,7.2
1508,5/29/2021 2:30,7.494,92.4,1021.25,0,1.2,6.3
1509,5/29/2021 3:00,6.914,92.1,1021.05,0,1.2,5.7
1510,5/29/2021 3:30,6.661,92,1020.75,0,1.2,5.5
1511,5/29/2021 4:00,7.469,93.2,1020.55,0,1.2,6.4
1512,5/29/2021 4:30,7.544,93.9,1020.15,0,1.2,6.6
1513,5/29/2021 5:00,7.995,94.2,1019.85,0,1.2,7.1
1514,5/29/2021 5:30,8.319,94.4,1019.75,0,18.7,7.5
1515,5/29/2021 6:00,8.568,94.6,1019.75,0,116.2,7.8
1516,5/29/2021 6:30,8.668,94.8,1019.65,0,186.2,7.9
1517,5/29/2021 7:00,8.519,95,1019.45,0,253.7,7.8
1518,5/29/2021 7:30,9.015,95.3,1019.45,0,488.7,8.3
1519,5/29/2021 8:00,9.608,94.9,1019.15,0,738.7,8.8
1520,5/29/2021 8:30,10.32,94.3,1018.95,0,906.2,9.5
1521,5/29/2021 9:00,10.222,93.3,1018.85,0,1058.7,9.2
1522,5/29/2021 9:30,10.785,92.2,1018.65,0,1211.2,9.6
1523,5/29/2021 10:00,11.662,90.6,1018.25,0,1348.7,10.2
1524,5/29/2021 10:30,12.389,89.4,1018.05,0,1468.7,10.7
1525,5/29/2021 11:00,12.171,86.8,1017.75,0,1573.7,10.1
1526,5/29/2021 11:30,12.147,86.4,1017.85,0,1658.7,10
1527,5/29/2021 12:00,12.534,86.4,1017.75,0,1723.7,10.3
1528,5/29/2021 12:30,12.92,85.2,1017.85,0,1751.2,10.5
1529,5/29/2021 13:00,13.257,82.9,1017.85,0,1746.2,10.4
1530,5/29/2021 13:30,14.098,82.1,1017.75,0,1781.2,11.1
1531,5/29/2021 14:00,14.314,80.7,1017.75,0,1766.2,11.1
1532,5/29/2021 14:30,14.768,78.7,1017.65,0,1711.2,11.1
1533,5/29/2021 15:00,15.223,76.7,1017.45,0,1643.7,11.2
1534,5/29/2021 15:30,14.936,77.1,1017.55,0,1533.7,11
1535,5/29/2021 16:00,16.368,75.2,1017.65,0,1463.7,12
1536,5/29/2021 16:30,17.938,71.9,1017.95,0,1306.2,12.8
1537,5/29/2021 17:00,19.698,66.2,1017.75,0,1201.2,13.2
1538,5/29/2021 17:30,21.032,65.2,1017.65,0,1078.7,14.3
1539,5/29/2021 18:00,20.365,65.9,1017.55,0,876.2,13.8
1540,5/29/2021 18:30,21.795,63.8,1017.65,0,756.2,14.7
1541,5/29/2021 19:00,19.365,69.1,1017.55,0,541.2,13.6
1542,5/29/2021 19:30,22.106,64.2,1017.65,0,416.2,15
1543,5/29/2021 20:00,18.509,65.9,1017.65,0,86.2,12
1544,5/29/2021 20:30,15.127,74.4,1017.45,0,46.2,10.6
1545,5/29/2021 21:00,13.738,76.4,1017.25,0,13.7,9.7
1546,5/29/2021 21:30,12.823,80.6,1017.55,0,1.2,9.6
1547,5/29/2021 22:00,12.05,83.8,1017.65,0,1.2,9.4
1548,5/29/2021 22:30,11.565,83.1,1017.85,0,1.2,8.8
1549,5/29/2021 23:00,10.736,82.9,1017.85,0,1.2,8
1550,5/29/2021 23:30,10.443,85.4,1017.95,0,1.2,8.1
1551,5/30/2021 0:00,10.761,87.4,1017.75,0,1.2,8.8
1552,5/30/2021 0:30,10.858,88.6,1018.15,0,1.2,9.1
1553,5/30/2021 1:00,10.785,89.5,1018.15,0,1.2,9.1
1554,5/30/2021 1:30,10.541,90.8,1018.45,0,1.2,9.1
1555,5/30/2021 2:00,10.565,91.6,1018.25,0,1.2,9.3
1556,5/30/2021 2:30,10.443,92.1,1017.85,0,1.2,9.2
1557,5/30/2021 3:00,10.296,92.5,1017.85,0,1.2,9.1
1558,5/30/2021 3:30,10.32,93.2,1017.75,0,1.2,9.3
1559,5/30/2021 4:00,10.173,93.4,1017.75,0,1.2,9.2
1560,5/30/2021 4:30,10.051,93.5,1017.85,0,1.2,9.1
1561,5/30/2021 5:00,10.247,94,1018.05,0,1.2,9.3
1562,5/30/2021 5:30,10.345,94.5,1018.05,0,6.2,9.5
1563,5/30/2021 6:00,10.541,94.5,1017.85,0,36.2,9.7
1564,5/30/2021 6:30,10.565,94.5,1017.75,0,76.2,9.7
1565,5/30/2021 7:00,10.736,94.6,1018.15,0,98.7,9.9
1566,5/30/2021 7:30,10.663,94.7,1018.35,0,121.2,9.9
1567,5/30/2021 8:00,10.907,94.7,1018.55,0,156.2,10.1
1568,5/30/2021 8:30,10.956,94.7,1018.95,0,188.7,10.2
1569,5/30/2021 9:00,11.151,94.6,1018.95,0,176.2,10.3
1570,5/30/2021 9:30,11.662,94.6,1018.95,0,211.2,10.8
1571,5/30/2021 10:00,11.904,94.4,1019.15,0,278.7,11
1572,5/30/2021 10:30,12.098,94.4,1019.25,0,413.7,11.2
1573,5/30/2021 11:00,12.147,94.5,1019.25,0,471.2,11.3
1574,5/30/2021 11:30,13.016,94.1,1019.15,0,948.7,12.1
1575,5/30/2021 12:00,13.594,92.1,1019.25,0,1103.7,12.4
1576,5/30/2021 12:30,14.601,90.7,1019.05,0,953.7,13.1
1577,5/30/2021 13:00,16.844,85.8,1018.85,0,1201.2,14.5
1578,5/30/2021 13:30,15.127,86.2,1018.85,0,753.7,12.9
1579,5/30/2021 14:00,15.461,83.7,1018.95,0,781.2,12.7
1580,5/30/2021 14:30,15.939,84.1,1019.25,0,656.2,13.3
1581,5/30/2021 15:00,16.939,81.2,1019.25,0,833.7,13.7
1582,5/30/2021 15:30,16.987,77.4,1019.05,0,1066.2,13
1583,5/30/2021 16:00,17.082,74.8,1018.95,0,868.7,12.6
1584,5/30/2021 16:30,16.606,72.2,1018.95,0,748.7,11.6
1585,5/30/2021 17:00,18.319,65.7,1018.95,0,851.2,11.8
1586,5/30/2021 17:30,20.174,58.6,1018.85,0,1078.7,11.8
1587,5/30/2021 18:00,19.484,62.3,1018.85,0,536.2,12.1
1588,5/30/2021 18:30,15.318,74.2,1018.95,0,411.2,10.8
1589,5/30/2021 19:00,15.151,74.2,1018.95,0,336.2,10.6
1590,5/30/2021 19:30,15.27,73.3,1018.85,0,198.7,10.5
1591,5/30/2021 20:00,16.058,69,1018.85,0,126.2,10.4
1592,5/30/2021 20:30,14.912,70.6,1018.85,0,66.2,9.6
1593,5/30/2021 21:00,14.218,75.2,1019.05,0,13.7,9.9
1594,5/30/2021 21:30,13.93,77.8,1019.45,0,1.2,10.1
1595,5/30/2021 22:00,13.401,78.9,1019.45,0,1.2,9.8
1596,5/30/2021 22:30,13.016,82.2,1019.85,0,1.2,10.1
1597,5/30/2021 23:00,12.92,80.9,1019.85,0,1.2,9.7
1598,5/30/2021 23:30,12.534,81.8,1019.95,0,1.2,9.5
1599,5/31/2021 0:00,12.001,81.6,1019.65,0,1.2,9
1600,5/31/2021 0:30,12.654,77.7,1020.05,0,1.2,8.9
1601,5/31/2021 1:00,12.534,78.5,1019.95,0,1.2,8.9
1602,5/31/2021 1:30,12.871,78.2,1019.95,0,1.2,9.2
1603,5/31/2021 2:00,12.896,79.5,1019.75,0,1.2,9.5
1604,5/31/2021 2:30,12.534,83.4,1019.85,0,1.2,9.8
1605,5/31/2021 3:00,12.968,83,1019.85,0,1.2,10.2
1606,5/31/2021 3:30,13.04,84.9,1019.65,0,1.2,10.6
1607,5/31/2021 4:00,12.92,86.3,1019.75,0,1.2,10.7
1608,5/31/2021 4:30,12.292,87.5,1019.45,0,1.2,10.3
1609,5/31/2021 5:00,12.074,87,1019.45,0,1.2,10
1610,5/31/2021 5:30,12.147,87.4,1019.55,0,8.7,10.1
1611,5/31/2021 6:00,12.437,87.7,1019.55,0,61.2,10.5
1612,5/31/2021 6:30,11.248,88.8,1019.55,0,183.7,9.5
1613,5/31/2021 7:00,11.613,89.1,1019.95,0,133.7,9.9
1614,5/31/2021 7:30,11.734,88.2,1020.05,0,331.2,9.9
1615,5/31/2021 8:00,13.594,88,1020.05,0,563.7,11.7
1616,5/31/2021 8:30,13.233,84.8,1020.35,0,391.2,10.7
1617,5/31/2021 9:00,13.112,86.2,1020.05,0,723.7,10.9
1618,5/31/2021 9:30,12.775,87.3,1020.05,0,653.7,10.7
1619,5/31/2021 10:00,14.314,83.4,1020.15,0,703.7,11.6
1620,5/31/2021 10:30,14.625,81.1,1019.95,0,821.2,11.4
1621,5/31/2021 11:00,17.082,76.7,1020.15,0,998.7,13
1622,5/31/2021 11:30,16.558,76.8,1020.35,0,1278.7,12.5
1623,5/31/2021 12:00,17.32,75.5,1020.05,0,1648.7,13
1624,5/31/2021 12:30,16.987,74.2,1020.45,0,2136.2,12.4
1625,5/31/2021 13:00,18.889,72.1,1020.55,0,1911.2,13.8
1626,5/31/2021 13:30,17.13,77.3,1021.05,0,2031.2,13.1
1627,5/31/2021 14:00,17.13,73.7,1020.95,0,1116.2,12.4
1628,5/31/2021 14:30,17.843,75,1020.95,0,1823.7,13.4
1629,5/31/2021 15:00,18.842,74.3,1020.85,0,1238.7,14.2
1630,5/31/2021 15:30,19.08,75.1,1020.55,0,1428.7,14.6
1631,5/31/2021 16:00,20.007,74.5,1020.35,0,1306.2,15.4
1632,5/31/2021 16:30,19.698,73.6,1020.25,0,1338.7,14.9
1633,5/31/2021 17:00,21.175,70.8,1019.95,0,1278.7,15.7
1634,5/31/2021 17:30,21.342,71.8,1020.05,0,1266.2,16.1
1635,5/31/2021 18:00,21.223,70.7,1019.75,0,723.7,15.7
1636,5/31/2021 18:30,21.867,69.2,1019.45,0,746.2,16
1637,5/31/2021 19:00,20.341,69.4,1019.75,0,476.2,14.6
1638,5/31/2021 19:30,20.031,71.9,1019.55,0,403.7,14.8
1639,5/31/2021 20:00,17.867,74.3,1019.85,0,116.2,13.2
1640,5/31/2021 20:30,16.415,81.1,1019.75,0,68.7,13.2
1641,5/31/2021 21:00,15.819,84.4,1019.85,0,18.7,13.2
1642,5/31/2021 21:30,15.605,84.2,1019.75,0,1.2,13
1643,5/31/2021 22:00,14.936,88.1,1019.85,0,1.2,13
1644,5/31/2021 22:30,14.481,89.5,1019.95,0,1.2,12.8
1645,5/31/2021 23:00,14.337,89.7,1019.85,0,1.2,12.7
1646,5/31/2021 23:30,14.218,90.5,1019.45,0,1.2,12.7
1647,6/1/2021 0:00,14.266,89.6,1019.25,0,1.2,12.6
1648,6/1/2021 0:30,13.762,91.4,1019.25,0,1.2,12.4
1649,6/1/2021 1:00,13.257,92,1019.05,0,1.2,12
1650,6/1/2021 1:30,13.04,90.5,1018.75,0,1.2,11.5
1651,6/1/2021 2:00,12.098,90.5,1018.45,0,1.2,10.6
1652,6/1/2021 2:30,12.268,93.3,1018.25,0,1.2,11.2
1653,6/1/2021 3:00,11.637,93.8,1018.25,0,1.2,10.7
1654,6/1/2021 3:30,11.175,94.2,1017.85,0,1.2,10.3
1655,6/1/2021 4:00,11.904,94.4,1017.75,0,1.2,11
1656,6/1/2021 4:30,11.419,94.7,1017.45,0,1.2,10.6
1657,6/1/2021 5:00,11.2,95.2,1017.25,0,1.2,10.5
1658,6/1/2021 5:30,11.127,95.6,1017.15,0,13.7,10.5
1659,6/1/2021 6:00,10.418,95.7,1017.05,0,131.2,9.8
1660,6/1/2021 6:30,10.883,96,1017.05,0,248.7,10.3
1661,6/1/2021 7:00,11.856,96.1,1016.75,0,453.7,11.3
1662,6/1/2021 7:30,11.953,95.6,1016.95,0,623.7,11.3
1663,6/1/2021 8:00,12.171,95.2,1016.75,0,773.7,11.4
1664,6/1/2021 8:30,13.112,94.9,1016.55,0,958.7,12.3
1665,6/1/2021 9:00,14.05,93.6,1016.05,0,1123.7,13.1
1666,6/1/2021 9:30,15.151,91.5,1015.75,0,1273.7,13.8
1667,6/1/2021 10:00,16.225,90,1015.25,0,1403.7,14.6
1668,6/1/2021 10:30,16.677,87.6,1014.85,0,1518.7,14.6
1669,6/1/2021 11:00,17.272,86.1,1014.75,0,1618.7,14.9
1670,6/1/2021 11:30,17.177,84.9,1014.35,0,1696.2,14.6
1671,6/1/2021 12:00,16.344,85.3,1014.25,0,1758.7,13.9
1672,6/1/2021 12:30,16.606,84.3,1014.15,0,1796.2,14
1673,6/1/2021 13:00,17.177,83,1014.05,0,1808.7,14.3
1674,6/1/2021 13:30,17.558,82.2,1013.95,0,1806.2,14.5
1675,6/1/2021 14:00,18.438,80.2,1013.85,0,1781.2,15
1676,6/1/2021 14:30,18.747,80.1,1013.75,0,1733.7,15.3
1677,6/1/2021 15:00,20.269,75.8,1013.45,0,1676.2,15.9
1678,6/1/2021 15:30,20.603,73.6,1013.55,0,1596.2,15.7
1679,6/1/2021 16:00,20.984,73,1013.15,0,1481.2,16
1680,6/1/2021 16:30,22.609,70.7,1012.95,0,1368.7,17
1681,6/1/2021 17:00,21.987,68.7,1012.55,0,1236.2,16
1682,6/1/2021 17:30,22.513,69,1012.55,0,1091.2,16.6
1683,6/1/2021 18:00,21.557,73,1012.25,0,936.2,16.5
1684,6/1/2021 18:30,20.555,75.4,1012.25,0,773.7,16.1
1685,6/1/2021 19:00,22.609,69.9,1011.95,0,608.7,16.9
1686,6/1/2021 19:30,23.112,68.6,1011.45,0,443.7,17
1687,6/1/2021 20:00,22.537,68.4,1011.05,0,281.2,16.4
1688,6/1/2021 20:30,19.365,74,1010.65,0,131.2,14.6
1689,6/1/2021 21:00,16.415,83.5,1010.65,0,18.7,13.6
1690,6/1/2021 21:30,16.058,84.5,1010.45,0,1.2,13.5
1691,6/1/2021 22:00,15.366,85.7,1010.55,0,1.2,13
1692,6/1/2021 22:30,15.031,86.2,1010.95,0,1.2,12.8
1693,6/1/2021 23:00,15.055,86.1,1011.05,0,1.2,12.8
1694,6/1/2021 23:30,14.816,86.3,1011.15,0,1.2,12.6
1695,6/2/2021 0:00,14.553,87,1010.85,0,1.2,12.4
1696,6/2/2021 0:30,14.361,88.1,1010.35,0,1.2,12.4
1697,6/2/2021 1:00,14.194,89,1009.95,0,1.2,12.4
1698,6/2/2021 1:30,13.161,90.1,1010.55,0,1.2,11.6
1699,6/2/2021 2:00,13.185,91.5,1010.85,0,1.2,11.8
1700,6/2/2021 2:30,13.377,91.9,1010.45,0,1.2,12.1
1701,6/2/2021 3:00,12.847,92.4,1010.25,0,1.2,11.7
1702,6/2/2021 3:30,13.064,92.4,1010.25,0,1.2,11.9
1703,6/2/2021 4:00,13.016,92.4,1010.15,0,1.2,11.8
1704,6/2/2021 4:30,12.727,93.4,1010.55,0,1.2,11.7
1705,6/2/2021 5:00,12.534,93.8,1010.15,0,1.2,11.6
1706,6/2/2021 5:30,12.968,94.3,1010.25,0,21.2,12.1
1707,6/2/2021 6:00,12.871,94,1010.45,0,153.7,11.9
1708,6/2/2021 6:30,12.485,94.2,1010.75,0,113.7,11.6
1709,6/2/2021 7:00,12.582,94.9,1010.95,0,211.2,11.8
1710,6/2/2021 7:30,12.968,95.8,1011.35,0,233.7,12.3
1711,6/2/2021 8:00,12.799,96,1011.65,0,251.2,12.2
1712,6/2/2021 8:30,13.305,96.1,1011.55,0,366.2,12.7
1713,6/2/2021 9:00,13.858,95.2,1011.65,0,538.7,13.1
1714,6/2/2021 9:30,14.242,93.7,1012.05,0,541.2,13.3
1715,6/2/2021 10:00,15.318,92.2,1012.25,0,1016.2,14.1
